"id";"Gender";"Age";"Driving_License";"Region_Code";"Previously_Insured";"Vehicle_Age";"Vehicle_Damage";"Annual_Premium";"Policy_Sales_Channel";"Vintage";"Response"
390;"Female";26;1;46;1;"< 1 Year";"No";2630;152;155;0
391;"Male";23;0;28;0;"< 1 Year";"Yes";43320;152;211;0
392;"Male";38;1;24;0;"1-2 Year";"Yes";29315;124;217;0
393;"Female";28;1;36;1;"< 1 Year";"No";32213;152;158;0
394;"Female";24;1;37;0;"< 1 Year";"Yes";26933;152;190;0
395;"Male";50;1;3;0;"1-2 Year";"Yes";32328;26;45;0
396;"Female";25;1;25;0;"< 1 Year";"Yes";21518;152;40;0
397;"Female";24;1;2;1;"< 1 Year";"No";32947;152;112;0
398;"Male";30;1;18;0;"1-2 Year";"Yes";30124;26;216;1
399;"Male";116;0;28;0;"1-2 Year";"Yes";38367;26;201;0
400;"Male";43;1;28;0;"1-2 Year";"Yes";47214;52;119;0
401;"Male";27;1;28;1;"< 1 Year";"No";39171;152;285;0
402;"Male";63;1;15;0;"> 2 Years";"Yes";2630;124;86;1
403;"Female";24;1;36;0;"1-2 Year";"Yes";2630;26;90;0
404;"Female";44;1;28;0;"1-2 Year";"Yes";2630;26;133;0
405;"Male";45;0;28;0;"1-2 Year";"Yes";38646;64;106;0
406;"Male";21;1;47;0;"< 1 Year";"Yes";17759;152;115;0
407;"Male";47;0;33;0;"1-2 Year";"Yes";38251;26;180;0
408;"Male";37;1;50;1;"1-2 Year";"No";2630;124;108;0
409;"Female";24;1;3;1;"< 1 Year";"No";32590;152;94;0
410;"Male";111;1;41;1;"1-2 Year";"No";29913;26;26;0
411;"Female";47;0;28;0;"> 2 Years";"Yes";35342;26;230;0
412;"Male";46;1;8;0;"1-2 Year";"Yes";26675;154;276;1
413;"Female";28;1;28;0;"< 1 Year";"Yes";2630;152;23;1
414;"Male";48;1;28;0;"1-2 Year";"Yes";43986;124;144;0
415;"Male";45;1;28;0;"1-2 Year";"Yes";35456;124;125;0
416;"Male";40;1;28;0;"1-2 Year";"Yes";37974;124;49;1
417;"Male";42;1;7;0;"1-2 Year";"Yes";2630;157;143;0
418;"Male";29;1;13;1;"1-2 Year";"No";2630;124;136;0
419;"Female";24;0;41;0;"< 1 Year";"No";2499900;153;172;0
420;"Male";39;1;8;0;"1-2 Year";"Yes";40133;154;181;1
421;"Male";46;0;8;0;"1-2 Year";"Yes";3402400;26;10;0
422;"Male";46;1;28;0;"1-2 Year";"Yes";34405;26;190;1
423;"Female";46;1;48;0;"1-2 Year";"Yes";2630;26;246;0
424;"Female";25;1;29;1;"< 1 Year";"No";26356;152;64;0
425;"Male";42;1;11;0;"1-2 Year";"Yes";30821;157;136;1
426;"Male";42;1;15;1;"1-2 Year";"No";2630;124;142;0
427;"Male";33;1;35;0;"1-2 Year";"No";2630;156;257;1
428;"Female";23;1;28;0;"< 1 Year";"Yes";35594;152;143;0
429;"Female";67;1;28;0;"1-2 Year";"Yes";34383;124;55;0
430;"Male";43;1;46;1;"1-2 Year";"No";2880200;26;32;0
431;"Male";27;1;41;0;"1-2 Year";"Yes";2630;156;819;0
432;"Male";44;0;29;0;"1-2 Year";"Yes";45146;26;78;0
433;"Male";52;1;28;0;"> 2 Years";"Yes";35323;26;144;1
434;"Male";43;1;28;0;"1-2 Year";"Yes";26886;55;173;1
435;"Male";34;1;23;1;"1-2 Year";"No";24898;152;119;0
436;"Male";72;1;46;1;"1-2 Year";"No";31670;124;241;0
437;"Male";41;1;41;0;"1-2 Year";"Yes";24184;124;218;1
438;"Female";36;1;15;0;"1-2 Year";"No";30477;26;254;0
439;"Female";41;0;28;0;"1-2 Year";"Yes";36315;26;266;0
440;"Male";68;1;41;1;"1-2 Year";"No";2630;124;217;0
441;"Female";38;1;18;0;"1-2 Year";"Yes";27327;124;225;1
442;"Male";26;1;49;0;"< 1 Year";"Yes";30996;152;233;0
443;"Male";52;1;36;1;"1-2 Year";"No";30699;152;36;0
444;"Female";38;0;39;0;"1-2 Year";"Yes";35606;124;10;0
445;"Male";49;1;28;0;"1-2 Year";"Yes";36847;124;270;0
446;"Male";54;1;15;0;"> 2 Years";"Yes";43789;124;142;0
447;"Female";24;1;18;1;"< 1 Year";"No";34946;152;260;0
448;"Male";35;1;50;0;"1-2 Year";"No";2630;124;218;0
449;"Female";60;0;28;0;"> 2 Years";"Yes";36958;26;102;0
450;"Male";20;1;47;0;"< 1 Year";"Yes";37064;160;50;0
451;"Female";23;1;10;1;"< 1 Year";"No";27043;152;71;0
452;"Female";52;0;29;0;"1-2 Year";"Yes";29984;26;254;0
453;"Female";51;0;28;0;"1-2 Year";"Yes";41795;26;275;0
454;"Male";50;0;28;0;"> 2 Years";"Yes";40547;55;90;0
455;"Female";24;1;16;1;"< 1 Year";"No";29440;151;258;0
456;"Female";42;1;28;0;"1-2 Year";"Yes";2630;157;299;1
457;"Male";46;1;11;0;"> 2 Years";"Yes";33288;124;175;1
458;"Male";50;1;28;0;"1-2 Year";"Yes";29192;26;81;1
459;"Female";32;1;28;0;"< 1 Year";"Yes";37136;152;15;1
460;"Female";110;1;28;0;"1-2 Year";"Yes";35607;26;226;1
461;"Male";52;1;36;0;"1-2 Year";"Yes";27196;154;228;1
462;"Female";32;0;28;0;"< 1 Year";"Yes";2630;157;262;0
463;"Female";50;1;7;1;"1-2 Year";"No";44434;124;28;0
464;"Female";20;1;25;1;"< 1 Year";"No";26691;160;254;0
465;"Male";49;1;13;0;"1-2 Year";"Yes";2290000;124;233;0
466;"Female";64;1;47;1;"1-2 Year";"Yes";4040900;154;110;0
467;"Female";22;0;50;0;"< 1 Year";"Yes";24265;152;228;0
468;"Female";35;0;28;0;"1-2 Year";"Yes";27859;122;243;0
469;"Male";41;1;28;1;"1-2 Year";"No";2630;26;190;0
470;"Male";44;1;30;1;"1-2 Year";"No";28772;124;21;0
471;"Male";47;1;46;1;"1-2 Year";"No";32041;26;86;0
472;"Female";63;1;20;0;"1-2 Year";"Yes";2630;26;252;0
473;"Male";69;1;28;1;"1-2 Year";"No";48970;24;185;0
474;"Male";27;1;8;1;"< 1 Year";"No";38734;160;116;0
475;"Male";60;1;47;0;"1-2 Year";"Yes";35460;26;230;0
476;"Male";31;1;40;0;"< 1 Year";"Yes";28338;13;288;0
477;"Male";22;1;30;1;"< 1 Year";"No";26607;152;62;0
478;"Female";50;1;28;0;"1-2 Year";"Yes";45091;26;18;1
479;"Female";46;1;28;0;"1-2 Year";"Yes";46406;124;238;1
480;"Male";42;0;8;0;"1-2 Year";"Yes";2630;124;181;0
481;"Male";67;1;28;0;"> 2 Years";"Yes";37216;26;83;1
482;"Male";71;1;29;0;"1-2 Year";"Yes";34022;124;99;1
483;"Male";50;1;8;0;"1-2 Year";"Yes";38781;4;133;1
484;"Male";81;1;8;0;"< 1 Year";"Yes";35635;151;105;0
485;"Female";25;1;28;1;"< 1 Year";"No";29499;152;137;0
486;"Male";39;1;47;1;"1-2 Year";"No";45476;26;30;0
487;"Male";25;1;8;1;"< 1 Year";"No";41505;152;212;0
488;"Female";64;1;28;0;"> 2 Years";"Yes";49350;25;172;1
489;"Male";25;1;49;1;"< 1 Year";"Yes";27838;152;148;0
490;"Male";22;1;50;1;"< 1 Year";"No";32194;152;217;0
491;"Male";57;1;8;0;"1-2 Year";"Yes";41049;7;61;1
492;"Male";46;1;41;0;"1-2 Year";"Yes";33843;26;251;1
493;"Female";42;0;28;0;"1-2 Year";"Yes";47549;26;228;0
494;"Male";62;0;3;0;"> 2 Years";"Yes";36499;26;3630;0
495;"Female";37;1;28;0;"1-2 Year";"Yes";38539;154;118;1
496;"Male";42;0;28;0;"1-2 Year";"Yes";31488;61;13;0
497;"Male";38;0;4;0;"1-2 Year";"Yes";33841;163;2104;0
498;"Male";53;1;28;1;"1-2 Year";"No";48452;124;204;0
499;"Male";53;1;28;0;"> 2 Years";"Yes";49806;26;189;0
500;"Male";69;1;28;0;"1-2 Year";"Yes";36483;157;161;0
501;"Male";46;1;28;0;"1-2 Year";"Yes";32149;124;136;1
502;"Female";26;1;6;1;"< 1 Year";"No";38989;152;131;0
503;"Male";38;1;47;0;"1-2 Year";"Yes";39018;124;109;1
504;"Female";36;1;28;0;"1-2 Year";"Yes";40909;24;14;0
505;"Male";45;1;4;0;"> 2 Years";"Yes";2630;26;115;1
506;"Female";28;1;41;1;"< 1 Year";"No";37207;152;209;0
507;"Male";43;0;28;0;"1-2 Year";"Yes";39798;26;92;0
508;"Female";69;1;11;1;"1-2 Year";"No";41907;26;160;0
509;"Male";52;0;28;0;"1-2 Year";"Yes";30885;122;63;0
510;"Female";21;1;30;1;"< 1 Year";"No";26024;160;112;0
511;"Male";23;1;27;0;"< 1 Year";"No";28799;152;150;0
512;"Male";82;1;35;1;"< 1 Year";"No";2630;152;80;0
513;"Female";23;0;30;0;"< 1 Year";"Yes";2630;152;63;0
514;"Female";46;1;28;0;"1-2 Year";"Yes";43876;26;42;1
515;"Male";53;0;28;0;"1-2 Year";"Yes";43936;26;14;0
516;"Male";38;1;28;0;"1-2 Year";"Yes";31953;124;110;0
517;"Male";22;1;40;0;"1-2 Year";"Yes";30106;124;58;1
518;"Female";49;0;29;0;"1-2 Year";"Yes";2630;157;179;0
519;"Male";29;1;41;0;"< 1 Year";"Yes";32990;156;43;1
520;"Female";25;1;28;1;"< 1 Year";"No";39288;152;74;0
521;"Female";27;1;28;0;"1-2 Year";"Yes";2630;157;238;1
522;"Female";30;1;9;0;"< 1 Year";"Yes";28045;124;4140;1
523;"Female";52;1;15;0;"1-2 Year";"No";26937;152;12;0
524;"Male";26;1;8;1;"< 1 Year";"No";36436;152;297;0
525;"Female";74;1;28;1;"1-2 Year";"No";48551;122;244;0
526;"Female";26;0;28;0;"< 1 Year";"Yes";27987;152;174;0
527;"Female";51;1;28;0;"> 2 Years";"Yes";33037;26;189;1
528;"Female";59;1;28;0;"1-2 Year";"Yes";44998;26;101;1
529;"Female";35;1;28;0;"1-2 Year";"Yes";32997;157;188;1
530;"Female";53;1;4;0;"1-2 Year";"Yes";41292;124;250;1
531;"Female";66;1;47;0;"1-2 Year";"Yes";32673;26;185;0
532;"Male";74;1;28;1;"1-2 Year";"No";2630;124;267;0
533;"Male";26;1;10;1;"< 1 Year";"Yes";15332;152;151;0
534;"Male";26;1;32;1;"< 1 Year";"No";3701300;152;202;0
535;"Female";36;1;8;0;"1-2 Year";"Yes";2630;31;144;1
536;"Female";48;1;28;0;"1-2 Year";"Yes";38723;26;3887;1
537;"Female";28;1;35;1;"< 1 Year";"No";32255;152;141;0
538;"Female";22;1;18;1;"< 1 Year";"No";29148;152;12;0
539;"Female";67;0;33;0;"1-2 Year";"Yes";39910;26;83;0
540;"Male";43;0;28;0;"> 2 Years";"Yes";42938;26;84;0
541;"Female";50;1;28;0;"1-2 Year";"Yes";47514;26;1957;1
542;"Male";45;1;28;0;"1-2 Year";"Yes";46878;26;242;1
543;"Male";59;1;48;0;"1-2 Year";"No";2630;26;50;0
544;"Male";60;1;29;0;"1-2 Year";"Yes";3952100;124;250;0
545;"Male";46;1;28;0;"1-2 Year";"Yes";2630;156;283;1
546;"Male";34;1;36;1;"1-2 Year";"No";23107;152;123;0
547;"Female";43;1;28;0;"1-2 Year";"Yes";39959;26;31;1
548;"Female";23;1;36;1;"< 1 Year";"No";2630;152;235;0
549;"Female";39;1;28;1;"1-2 Year";"No";3205200;124;134;0
550;"Female";107;1;28;0;"> 2 Years";"Yes";45000;124;24;0
551;"Male";40;1;8;0;"1-2 Year";"Yes";263000;26;169;1
552;"Female";63;1;28;0;"1-2 Year";"Yes";4268400;26;290;0
553;"Female";33;1;15;0;"< 1 Year";"No";32333;160;130;0
554;"Male";32;1;28;0;"< 1 Year";"Yes";45809;152;58;1
555;"Female";94;1;35;0;"1-2 Year";"Yes";31838;122;130;1
556;"Female";56;1;28;0;"1-2 Year";"Yes";2630;124;89;1
557;"Female";26;1;2;1;"< 1 Year";"No";2322400;152;91;0
558;"Male";40;1;46;1;"1-2 Year";"No";29440;124;280;0
559;"Male";31;1;30;0;"< 1 Year";"Yes";30852;163;142;1
560;"Female";21;1;15;1;"< 1 Year";"No";33336;152;273;0
561;"Male";51;1;24;1;"1-2 Year";"Yes";31906;124;197;0
562;"Male";39;1;12;0;"1-2 Year";"Yes";2630;124;214;1
563;"Female";39;1;46;0;"1-2 Year";"Yes";20115;124;232;1
564;"Female";75;0;28;0;"> 2 Years";"Yes";29921;26;124;0
565;"Male";76;0;28;0;"1-2 Year";"Yes";42901;26;83;0
566;"Female";55;0;28;0;"1-2 Year";"Yes";45639;26;129;0
567;"Male";64;1;41;1;"1-2 Year";"No";34723;29;272;0
568;"Male";49;1;28;0;"1-2 Year";"Yes";45500;26;130;0
569;"Female";21;1;21;0;"< 1 Year";"Yes";24653;160;239;0
570;"Male";74;1;28;1;"1-2 Year";"No";2630;26;57;0
571;"Female";53;1;29;0;"1-2 Year";"Yes";28153;157;211;0
572;"Female";24;1;28;0;"< 1 Year";"Yes";39120;152;234;1
573;"Male";40;1;28;0;"1-2 Year";"Yes";38845;29;99;0
574;"Female";51;1;46;0;"1-2 Year";"Yes";2630;156;121;0
575;"Female";103;1;28;0;"1-2 Year";"Yes";32787;124;116;1
576;"Female";33;0;41;0;"< 1 Year";"Yes";37573;124;146;0
577;"Male";46;1;36;1;"1-2 Year";"No";37565;26;18;0
578;"Female";35;1;8;1;"1-2 Year";"No";34776;152;107;0
579;"Female";45;1;19;0;"1-2 Year";"Yes";35238;124;286;0
580;"Female";25;1;8;0;"1-2 Year";"Yes";2630;156;163;1
581;"Male";73;1;18;1;"1-2 Year";"No";2630;122;196;0
582;"Male";49;0;8;0;"1-2 Year";"Yes";38078;154;207;0
583;"Male";43;1;28;0;"1-2 Year";"Yes";2575100;124;200;0
584;"Male";51;0;8;0;"1-2 Year";"Yes";35162;25;92;0
585;"Female";69;1;8;1;"< 1 Year";"No";37586;152;102;0
586;"Male";60;1;47;0;"> 2 Years";"Yes";33019;16;118;0
587;"Female";45;0;14;0;"1-2 Year";"Yes";34965;124;17;0
588;"Male";50;1;3;1;"1-2 Year";"No";33709;154;142;0
589;"Male";51;1;41;0;"1-2 Year";"Yes";35271;26;238;0
590;"Male";99;1;7;0;"1-2 Year";"Yes";2630;155;254;0
591;"Male";44;1;0;0;"> 2 Years";"Yes";2630;124;64;1
592;"Female";71;1;34;0;"< 1 Year";"Yes";31549;152;231;0
593;"Male";37;0;8;0;"1-2 Year";"Yes";2630;26;191;0
594;"Male";49;0;43;0;"1-2 Year";"Yes";42386;124;110;0
595;"Female";42;0;30;0;"1-2 Year";"Yes";31488;124;14;0
596;"Female";43;1;28;0;"1-2 Year";"Yes";32135;124;46;1
597;"Male";34;0;28;0;"1-2 Year";"Yes";47203;124;45;0
598;"Female";75;1;28;0;"1-2 Year";"Yes";26803;124;283;0
599;"Male";47;1;28;0;"1-2 Year";"Yes";2630;26;201;0
600;"Male";51;1;41;0;"1-2 Year";"Yes";32527;26;295;1
601;"Male";49;1;28;0;"1-2 Year";"Yes";2630;26;246;0
602;"Female";20;1;50;0;"< 1 Year";"Yes";25265;160;295;0
603;"Female";60;1;28;1;"1-2 Year";"No";3517900;26;75;0
604;"Female";25;1;11;1;"< 1 Year";"No";28360;152;248;0
605;"Female";37;1;10;1;"1-2 Year";"No";18795;152;64;0
606;"Male";30;1;46;1;"1-2 Year";"No";24348;157;230;0
607;"Male";92;1;15;0;"1-2 Year";"Yes";32810;154;154;1
608;"Female";63;1;8;1;"1-2 Year";"No";39323;30;137;0
609;"Male";30;1;8;1;"< 1 Year";"No";33939;152;298;0
610;"Female";45;1;28;0;"1-2 Year";"Yes";37928;124;204;0
611;"Female";29;1;22;1;"< 1 Year";"No";2630;152;147;0
612;"Female";32;1;37;1;"< 1 Year";"No";28302;152;1897;0
613;"Female";34;1;8;1;"1-2 Year";"Yes";2630;157;297;0
614;"Female";65;1;8;0;"1-2 Year";"Yes";2630;156;172;1
615;"Male";38;1;46;0;"1-2 Year";"Yes";36116;124;283;1
616;"Female";47;1;42;1;"1-2 Year";"No";28112;30;135;0
617;"Female";53;1;28;0;"> 2 Years";"Yes";2752200;26;65;0
618;"Male";48;1;28;0;"1-2 Year";"No";2630;26;179;0
619;"Female";23;1;28;1;"< 1 Year";"No";38813;152;197;0
620;"Male";31;1;11;0;"< 1 Year";"Yes";3853100;163;70;0
621;"Female";46;1;13;0;"1-2 Year";"Yes";34193;124;246;1
622;"Female";23;1;50;1;"< 1 Year";"No";36509;152;87;0
623;"Male";41;1;28;0;"1-2 Year";"Yes";47269;24;89;1
624;"Male";30;1;19;0;"< 1 Year";"Yes";36974;124;106;0
625;"Male";116;1;28;1;"1-2 Year";"No";43134;124;210;0
626;"Female";43;1;28;0;"1-2 Year";"Yes";36044;124;59;1
627;"Female";37;1;41;0;"1-2 Year";"Yes";39243;124;120;1
628;"Male";42;1;15;0;"1-2 Year";"Yes";2630;124;38;0
629;"Female";68;0;28;0;"1-2 Year";"Yes";2630;160;156;0
630;"Female";77;1;50;1;"1-2 Year";"No";30220;124;297;0
631;"Female";51;1;3;0;"1-2 Year";"Yes";2630;26;163;0
632;"Female";27;1;17;1;"< 1 Year";"No";26286;152;140;0
633;"Female";23;1;14;1;"< 1 Year";"No";23009;152;16;0
634;"Female";46;1;28;0;"1-2 Year";"Yes";28264;26;88;0
635;"Male";44;0;41;0;"1-2 Year";"Yes";40215;26;83;0
636;"Male";23;1;10;1;"< 1 Year";"No";32970;152;98;0
637;"Female";47;1;15;0;"1-2 Year";"Yes";2630;124;2848;0
638;"Female";31;1;24;0;"< 1 Year";"Yes";2630;152;72;1
639;"Female";27;1;10;1;"< 1 Year";"Yes";2630;152;3696;0
640;"Female";49;1;48;0;"> 2 Years";"Yes";2630;3;204;0
641;"Female";24;1;41;1;"< 1 Year";"No";36002;152;61;0
642;"Male";36;0;41;0;"1-2 Year";"Yes";32321;26;282;0
643;"Male";72;1;18;0;"1-2 Year";"Yes";2630;26;145;1
644;"Male";21;1;15;0;"< 1 Year";"Yes";26052;160;126;0
645;"Male";54;1;28;0;"1-2 Year";"Yes";39313;124;182;1
646;"Male";62;1;46;1;"1-2 Year";"Yes";42370;124;120;0
647;"Female";36;1;28;0;"1-2 Year";"Yes";30205;122;278;0
648;"Male";46;1;11;0;"1-2 Year";"Yes";31624;26;86;1
649;"Male";26;1;8;1;"< 1 Year";"No";39951;152;196;0
650;"Female";35;1;15;0;"1-2 Year";"Yes";41684;152;93;0
651;"Female";48;1;28;0;"1-2 Year";"Yes";40857;124;19;1
652;"Female";79;1;3;0;"> 2 Years";"Yes";38789;124;105;0
653;"Male";43;1;28;0;"1-2 Year";"Yes";27190;26;131;1
654;"Female";23;1;46;0;"< 1 Year";"No";31263;152;257;0
655;"Male";28;1;50;1;"< 1 Year";"No";24742;152;274;0
656;"Male";52;1;7;0;"1-2 Year";"Yes";4407900;124;176;1
657;"Male";59;1;33;0;"1-2 Year";"Yes";28381;124;125;0
658;"Female";23;1;13;1;"< 1 Year";"No";23696;26;267;0
659;"Female";62;1;28;0;"> 2 Years";"Yes";48441;122;45;0
660;"Male";50;1;28;1;"1-2 Year";"No";37409;26;197;0
661;"Female";37;1;29;0;"1-2 Year";"Yes";2630;109;880;0
662;"Female";40;1;28;0;"1-2 Year";"Yes";40058;26;207;1
663;"Female";45;0;28;0;"1-2 Year";"Yes";38609;124;111;0
664;"Female";67;0;50;0;"1-2 Year";"Yes";3945600;124;36;0
665;"Female";51;1;28;0;"1-2 Year";"Yes";30923;26;96;0
666;"Female";60;1;15;0;"1-2 Year";"Yes";44806;14;269;1
667;"Female";48;1;28;0;"1-2 Year";"Yes";44798;26;298;0
668;"Male";28;1;29;1;"< 1 Year";"No";23495;152;248;0
669;"Female";33;0;28;0;"< 1 Year";"Yes";43355;124;270;0
670;"Female";72;1;28;1;"1-2 Year";"No";36777;26;192;0
671;"Female";40;0;28;0;"1-2 Year";"Yes";37151;122;267;0
672;"Female";24;1;24;1;"< 1 Year";"No";26514;152;245;0
673;"Female";76;1;30;1;"< 1 Year";"No";34579;152;42;0
674;"Female";76;0;15;0;"1-2 Year";"Yes";32039;14;140;0
675;"Male";42;0;28;0;"> 2 Years";"Yes";39220;122;183;0
676;"Male";64;1;45;0;"1-2 Year";"Yes";29639;26;203;1
677;"Female";60;1;28;0;"1-2 Year";"Yes";38136;26;76;0
678;"Male";53;1;39;0;"1-2 Year";"No";2630;122;123;0
679;"Male";69;1;5;0;"< 1 Year";"Yes";33685;152;219;0
680;"Female";49;0;28;0;"> 2 Years";"Yes";35848;26;22;0
681;"Female";54;1;8;0;"1-2 Year";"Yes";2630;122;232;0
682;"Female";43;0;28;0;"1-2 Year";"Yes";2630;13;65;0
683;"Male";33;1;28;0;"1-2 Year";"Yes";25674;124;140;1
684;"Female";56;1;28;0;"1-2 Year";"Yes";2630;26;55;0
685;"Male";39;1;15;1;"1-2 Year";"Yes";33002;124;163;0
686;"Male";50;1;38;0;"1-2 Year";"Yes";4067400;124;143;1
687;"Male";29;1;3;0;"< 1 Year";"Yes";2630;156;235;0
688;"Male";25;0;28;0;"< 1 Year";"Yes";39902;152;193;0
689;"Female";21;1;46;1;"< 1 Year";"No";48371;152;30;0
690;"Female";57;0;21;0;"< 1 Year";"No";2630;1;55;0
691;"Female";31;1;28;0;"< 1 Year";"Yes";38552;124;200;1
692;"Male";46;1;28;0;"1-2 Year";"Yes";3997900;26;13;1
693;"Female";43;1;32;0;"1-2 Year";"Yes";31938;124;25;0
694;"Female";58;0;28;0;"1-2 Year";"Yes";24085;13;148;0
695;"Female";58;0;47;0;"1-2 Year";"Yes";2630;156;299;0
696;"Male";25;1;36;1;"< 1 Year";"No";42452;152;37;0
697;"Male";22;1;11;0;"< 1 Year";"Yes";34938;152;126;0
698;"Male";75;1;21;0;"1-2 Year";"Yes";43608;26;175;0
699;"Male";40;1;28;1;"1-2 Year";"No";42427;37;253;0
700;"Male";33;1;30;0;"< 1 Year";"Yes";35929;124;11;1
701;"Female";44;1;28;0;"1-2 Year";"Yes";48038;26;211;0
702;"Male";33;1;34;0;"1-2 Year";"Yes";2630;156;167;1
703;"Female";53;1;33;1;"1-2 Year";"No";26807;26;48;0
704;"Male";38;1;28;0;"1-2 Year";"Yes";36999;26;256;0
705;"Female";22;1;47;0;"< 1 Year";"Yes";34943;152;18;0
706;"Female";46;0;13;0;"1-2 Year";"Yes";34193;124;246;0
707;"Female";38;1;30;0;"1-2 Year";"Yes";39690;124;28;1
708;"Female";23;1;22;0;"< 1 Year";"Yes";24820;152;133;0
709;"Male";38;1;41;0;"1-2 Year";"Yes";30839;155;260;0
710;"Male";36;1;28;0;"1-2 Year";"Yes";38188;154;43;0
711;"Female";20;1;30;0;"< 1 Year";"No";25701;160;283;0
712;"Female";28;1;14;1;"< 1 Year";"No";29317;26;116;0
713;"Male";52;1;46;0;"1-2 Year";"Yes";32681;26;221;1
714;"Male";43;0;28;0;"1-2 Year";"Yes";27381;163;44;0
715;"Female";40;1;28;0;"1-2 Year";"Yes";26144;13;176;1
716;"Female";48;1;28;0;"1-2 Year";"Yes";25070;31;299;0
717;"Male";42;1;28;0;"1-2 Year";"Yes";42945;122;21;0
718;"Female";39;0;35;0;"1-2 Year";"Yes";22292;26;13;0
719;"Female";24;1;6;1;"< 1 Year";"No";26542;152;272;0
720;"Male";67;1;30;0;"> 2 Years";"Yes";31990;124;58;1
721;"Male";34;1;3;0;"1-2 Year";"Yes";2630;124;154;0
722;"Male";50;1;28;1;"1-2 Year";"No";4507200;26;65;0
723;"Male";59;1;8;1;"1-2 Year";"No";2630;26;290;0
724;"Female";25;1;8;1;"< 1 Year";"No";39633;152;54;0
725;"Male";51;1;31;0;"1-2 Year";"Yes";2630;156;171;1
726;"Female";29;0;28;0;"1-2 Year";"Yes";2630;157;88;0
727;"Female";25;1;8;1;"< 1 Year";"No";37402;152;14;0
728;"Male";53;1;28;1;"1-2 Year";"No";31843;29;95;0
729;"Male";53;1;23;0;"1-2 Year";"Yes";2630;157;124;0
730;"Male";46;0;35;0;"1-2 Year";"Yes";30616;26;220;0
731;"Male";100;1;21;0;"1-2 Year";"Yes";23297;26;255;0
732;"Male";21;1;46;0;"1-2 Year";"Yes";32336;124;118;0
733;"Male";54;1;28;0;"1-2 Year";"No";44626;52;4496;0
734;"Female";44;1;28;0;"> 2 Years";"Yes";44253;26;242;1
735;"Male";20;1;45;1;"< 1 Year";"Yes";28197;160;48;0
736;"Female";57;0;28;0;"1-2 Year";"Yes";41017;122;90;0
737;"Female";31;1;7;0;"1-2 Year";"Yes";49547;124;226;0
738;"Female";89;0;1;0;"< 1 Year";"Yes";2630;124;68;0
739;"Male";61;1;28;0;"1-2 Year";"Yes";23421;156;282;1
740;"Female";29;1;8;1;"< 1 Year";"No";38314;152;173;0
741;"Female";28;1;41;1;"< 1 Year";"No";29838;26;172;0
742;"Female";34;1;18;0;"1-2 Year";"Yes";2630;124;216;0
743;"Female";48;1;28;0;"1-2 Year";"Yes";2630;124;193;0
744;"Male";37;1;18;0;"1-2 Year";"Yes";30141;124;282;1
745;"Male";21;1;15;1;"< 1 Year";"Yes";33068;160;34;0
746;"Male";64;0;7;0;"1-2 Year";"Yes";2630;124;114;0
747;"Female";23;1;8;1;"< 1 Year";"No";28501;160;28;0
748;"Female";40;0;46;0;"1-2 Year";"Yes";28746;124;158;0
749;"Male";44;0;29;0;"1-2 Year";"Yes";24541;124;36;0
750;"Male";33;1;50;1;"< 1 Year";"No";2630;152;160;0
751;"Male";70;1;30;0;"> 2 Years";"Yes";28434;155;245;1
752;"Male";23;1;41;0;"< 1 Year";"Yes";42915;152;240;1
753;"Female";42;0;28;0;"1-2 Year";"Yes";37246;122;55;0
754;"Female";31;1;48;0;"1-2 Year";"Yes";2630;124;173;0
755;"Male";35;0;10;0;"> 2 Years";"Yes";2031600;26;262;0
756;"Female";42;1;47;0;"1-2 Year";"Yes";21647;16;274;1
757;"Male";21;0;9;0;"< 1 Year";"Yes";23784;160;58;0
758;"Male";69;1;48;0;"1-2 Year";"No";2630;15;40;0
759;"Female";25;1;29;1;"< 1 Year";"No";27310;152;96;0
760;"Male";23;1;37;1;"< 1 Year";"No";35728;152;29;0
761;"Female";39;0;38;0;"1-2 Year";"Yes";38537;26;212;0
762;"Female";35;1;41;0;"1-2 Year";"Yes";36253;136;270;1
763;"Female";63;1;8;1;"1-2 Year";"No";29617;26;94;0
764;"Male";34;0;29;0;"1-2 Year";"Yes";2630;124;81;0
765;"Female";42;0;3;0;"1-2 Year";"Yes";2630;156;47;0
766;"Female";24;1;41;1;"< 1 Year";"No";46707;152;69;0
767;"Male";25;1;9;0;"< 1 Year";"Yes";38147;124;121;1
768;"Female";45;1;28;0;"1-2 Year";"Yes";47436;122;96;1
769;"Male";26;1;41;1;"< 1 Year";"No";46406;152;184;0
770;"Female";52;1;28;0;"1-2 Year";"Yes";32054;124;85;0
771;"Male";42;0;36;0;"1-2 Year";"Yes";39919;124;93;0
772;"Female";44;1;41;0;"1-2 Year";"Yes";23485;26;74;0
773;"Male";25;1;13;1;"< 1 Year";"No";2630;152;156;0
774;"Female";23;1;8;1;"< 1 Year";"No";30784;152;122;0
775;"Male";57;1;46;1;"1-2 Year";"No";25583;124;140;0
776;"Male";72;1;20;0;"1-2 Year";"Yes";2630;124;287;0
777;"Female";82;0;8;0;"1-2 Year";"No";42056;19;213;0
778;"Male";108;1;41;0;"1-2 Year";"Yes";39119;26;228;0
779;"Female";73;1;29;0;"1-2 Year";"Yes";38892;26;118;1
780;"Female";21;1;15;1;"< 1 Year";"No";32389;152;58;0
781;"Male";22;1;50;1;"< 1 Year";"No";47134;152;95;0
